Resource,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,Total
t1963,1.9665886570977042e-11,4.632614388130675e-11,5.265448817219447e-11,5.3182719123887244e-11,-9.674904724538538e-11,0.0,0.0,5.416451758905474e-11,5.88272437798502e-11,5.692919460880722e-11,5.0690282997064746e-11,6.636359545771683e-11,1.9665886570977042e-11,1.9665886570977042e-11,2.7034664297019788e-11,2.7034664297019788e-11,4.5545612667146753e-10
t1964,8.82240953904796e-8,4.037454838131102e-8,4.798324185514464e-8,4.85447096786779e-8,-1.0190766628994403e-7,0.0,0.0,2.5819253930148953e-7,2.9464776541662025e-7,2.79250876792339e-7,2.3340669384281014e-7,3.6534804284804056e-7,8.82240953904796e-8,8.82240953904796e-8,2.3726398198942997e-8,2.3726398198942997e-8,1.777965834395814e-6
t1965,1.9741981553988138e-11,4.63925947915856e-11,5.27176775860473e-11,5.32498705264215e-11,-9.777427632753377e-11,0.0,0.0,5.4367867032120126e-11,5.905087598212311e-11,5.7144986655442607e-11,5.0886286168086054e-11,6.662830846284895e-11,1.9741981553988138e-11,1.9741981553988138e-11,2.7062165562025525e-11,2.7062165562025525e-11,4.5601446666315694e-10
t1966,8.805888228613652e-8,4.0214504145797446e-8,4.7777469422741424e-8,4.833964457440363e-8,-1.02497452742212e-7,0.0,0.0,2.577207812190175e-7,2.9403541778932343e-7,2.786893489732328e-7,2.3298950791366258e-7,3.645966735639618e-7,8.805888228613652e-8,8.805888228613652e-8,2.361931313065829e-8,2.361931313065829e-8,1.7732811679796548e-6
t1967,2.0264753355474652e-11,4.7493478021243355e-11,5.3954174364312415e-11,5.450288541527703e-11,-1.0097352943278294e-10,0.0,0.0,5.581070837231917e-11,6.061366214529171e-11,5.865743433734906e-11,5.223534602298012e-11,6.840173459028117e-11,2.0264753355474652e-11,2.0264753355474652e-11,2.7691110749111427e-11,2.7691110749111427e-11,4.668723754009179e-10
t1968,8.784362142398822e-8,4.0041690041674176e-8,4.7559365151991364e-8,4.8122214125752915e-8,-1.0306372080751951e-7,0.0,0.0,2.5725066222094666e-7,2.9324855103381085e-7,2.779659998539733e-7,2.3243525523252595e-7,3.6361269889188896e-7,8.784362142398822e-8,8.784362142398822e-8,2.350644399583463e-8,2.350644399583463e-8,1.7677164680086788e-6
t1969,3.097681273218241e-11,7.181390994188129e-11,8.157633910274424e-11,8.241226390246697e-11,-1.5411519026786565e-10,0.0,0.0,8.533771772620314e-11,9.268121842443537e-11,8.968923000461816e-11,7.98701884737896e-11,1.0461079754102526e-10,3.097681273218241e-11,3.097681273218241e-11,4.1846251920194594e-11,4.1846251920194594e-11,7.104994168862348e-10
t1970,8.768965668452226e-8,3.98838574345997e-8,4.735455506641309e-8,4.7918282287510574e-8,-1.0366690377282791e-7,0.0,0.0,2.56781717936134e-7,2.9267219904878e-7,2.7743348840669145e-7,2.320537333729991e-7,3.6291523132385747e-7,8.768965668452226e-8,8.768965668452226e-8,2.340045966405645e-8,2.340045966405645e-8,1.763216050485837e-6
t1971,2.264700975449428e-11,5.27171509805636e-11,5.986043727133933e-11,6.047782065137412e-11,-1.1411691574275941e-10,0.0,0.0,6.237087006834126e-11,6.773652021718725e-11,6.554994095840143e-11,5.83790916267812e-11,7.646588668256893e-11,2.264700975449428e-11,2.264700975449428e-11,3.070821776939428e-11,3.070821776939428e-11,5.187982675160691e-10
t1972,8.753685877801396e-8,3.972643333372242e-8,4.715017446746294e-8,4.7714801032113276e-8,-1.0427223506047776e-7,0.0,0.0,2.563131672341158e-7,2.921002998315862e-7,2.7690479277065203e-7,2.3167576868075357e-7,3.622241452408172e-7,8.753685877801396e-8,8.753685877801396e-8,2.3294719939255464e-8,2.3294719939255464e-8,1.7587373637432986e-6
t1973,2.2589598454437115e-11,5.245875945549999e-11,5.955233653858409e-11,6.01706505735563e-11,-1.1458622382287127e-10,0.0,0.0,6.22061753541714e-11,6.755981195952418e-11,6.537843976464159e-11,5.82303790395744e-11,7.627999770937731e-11,2.2589598454437115e-11,2.2589598454437115e-11,3.054445838024987e-11,3.054445838024987e-11,5.161080386958691e-10
t1974,8.738484747257634e-8,3.956895402659017e-8,4.694548636029853e-8,4.751108759378678e-8,-1.0488049150939463e-7,0.0,0.0,2.558434791188386e-7,2.915313384821239e-7,2.7637822984032045e-7,2.3130084985452233e-7,3.615383657225007e-7,8.738484747257634e-8,8.738484747257634e-8,2.3188900000661398e-8,2.3188900000661398e-8,1.7542696419086387e-6
t1975,1.7910838367868026e-11,4.166150319610109e-11,4.728070920566955e-11,4.777455122917874e-11,-9.182752356003791e-11,0.0,0.0,4.930292119017518e-11,5.355246447065632e-11,5.1822916557515944e-11,4.61617383499071e-11,6.047546825706186e-11,1.7910838367868026e-11,1.7910838367868026e-11,2.424959097403746e-11,2.424959097403746e-11,4.0843644594790687e-10
t1976,8.730256733652243e-8,3.487840258366722e-8,4.67541693729233e-8,4.732117527443835e-8,-1.055658809281785e-7,0.0,0.0,2.553740285039979e-7,2.911996379715247e-7,2.760654280333522e-7,2.3112378240378625e-7,3.611776434368687e-7,8.730256733652243e-8,8.730256733652243e-8,2.3090321007974898e-8,2.3090321007974898e-8,1.7464167306778972e-6
t1977,6.23884666178921e-8,3.618213602500616e-8,4.0403453242367437e-8,4.088687878499146e-8,-8.983784430363351e-8,0.0,0.0,1.8141671757039357e-7,2.0392638288592447e-7,1.944605902690964e-7,1.655581750332415e-7,2.4604749791236024e-7,6.23884666178921e-8,6.23884666178921e-8,2.0002826056056767e-8,2.0002826056056767e-8,1.2462150393855375e-6
t1978,6.114388778887369e-9,8.575451490483637e-9,9.595285056944466e-9,9.701400875434177e-9,-1.9515378156299814e-8,0.0,0.0,1.7182168233519362e-8,1.8738770724329894e-8,1.8100988969392886e-8,1.6032922224815994e-8,2.1328197589013825e-8,6.114388778887369e-9,6.114388778887369e-9,4.838141248541965e-9,4.838141248541965e-9,1.2775925584138046e-7
t1979,2.303689287717064e-8,2.1256285695792518e-8,2.3716182066319474e-8,2.3990478398051585e-8,-5.061265189940168e-8,0.0,0.0,6.581390954821836e-8,7.2448170151893e-8,6.970592325440661e-8,6.099002664956414e-8,8.39134803265133e-8,2.303689287717064e-8,2.303689287717064e-8,1.1837292962887039e-8,1.1837292962887039e-8,4.6400706874864334e-7
t1980,8.693168297378466e-8,4.150594648479938e-8,4.634016467233607e-8,4.690853611243187e-8,-1.0673215074922905e-7,0.0,0.0,2.544532616833028e-7,2.898394052807701e-7,2.7481332195875526e-7,2.3018379989918236e-7,3.5949511846698693e-7,8.693168297378466e-8,8.693168297378466e-8,2.2875552156793814e-8,2.2875552156793814e-8,1.7433535570442773e-6
t1981,3.7844414184133876e-8,2.8090269258338622e-8,3.1324716411169526e-8,3.169668044361903e-8,-6.913462072796628e-8,0.0,0.0,1.089970406344472e-7,1.2093653187224527e-7,1.15967405077363e-7,1.004436485643085e-7,1.422454764737381e-7,3.7844414184133876e-8,3.7844414184133876e-8,1.556694899753529e-8,1.556694899753529e-8,7.552342885547353e-7
t1982,4.159043125264819e-8,2.9469082646147295e-8,3.285783691275818e-8,3.325076705916888e-8,-7.323925079457447e-8,0.0,0.0,1.1998340943824947e-7,1.3339109387298635e-7,1.2780152342680157e-7,1.1041661911230876e-7,1.5752155931894987e-7,4.159043125264819e-8,4.159043125264819e-8,1.6314151279640068e-8,1.6314151279640068e-8,8.288522373100207e-7
t1983,4.160560535508472e-9,6.315131757591475e-9,7.06923680257474e-9,7.1480599306764395e-9,-1.4594108483887827e-8,0.0,0.0,1.1648865652776701e-8,1.2689826181216876e-8,1.2263745652877913e-8,1.0881590252804698e-8,1.4419363947220274e-8,4.160560535508472e-9,4.160560535508472e-9,3.571368188884798e-9,3.571368188884798e-9,8.74661296781463e-8
t1984,8.663590784616647e-8,4.1172394957517866e-8,4.593261100364486e-8,4.650297569662686e-8,-1.0797218369037065e-7,0.0,0.0,2.5351540651432605e-7,2.8872866172028334e-7,2.737828692972149e-7,2.2945585399531743e-7,3.5816428118998795e-7,8.663590784616647e-8,8.663590784616647e-8,2.266527689104456e-8,2.266527689104456e-8,1.7345211480051372e-6
t1985,8.663069804882377e-8,4.1106116715326214e-8,4.584356261721935e-8,4.6414764068754485e-8,-1.0833170350576492e-7,0.0,0.0,2.5327795561128933e-7,2.8868457747313105e-7,2.7373649158518705e-7,2.2946761616993695e-7,3.581502156402009e-7,8.663069804882377e-8,8.663069804882377e-8,2.2619511568883315e-8,2.2619511568883315e-8,1.7334807136595183e-6
t1986,6.194952395957962e-8,3.363279390041328e-8,3.9623056537488054e-8,4.011076027602339e-8,-9.210534810342726e-8,0.0,0.0,1.8006260081367366e-7,2.0234048972789752e-7,1.929712236820257e-7,1.644529383821487e-7,2.442567981042645e-7,6.194952395957962e-8,6.194952395957962e-8,1.9598451300045456e-8,1.9598451300045456e-8,1.2303907877993372e-6
t1987,2.7599148819938685e-11,6.278909079786226e-11,7.109591364755721e-11,7.187940077194499e-11,-1.4594767302717794e-10,0.0,0.0,7.596984155872902e-11,8.241002692551179e-11,7.974408481194904e-11,6.724130269464328e-11,8.815977593683722e-11,2.7599148819938685e-11,2.7599148819938685e-11,3.6409377212276856e-11,3.6409377212276856e-11,6.089579650022266e-10
t1988,9.35173196716473e-8,3.969393056308198e-8,4.6992645753689386e-8,4.75879414960928e-8,-1.1329341648889714e-7,0.0,0.0,2.525815048984155e-7,2.8783269778248866e-7,2.729483404889646e-7,3.2750932629416834e-8,4.415450711355011e-8,9.35173196716473e-8,9.35173196716473e-8,2.3164926444769277e-8,2.3164926444769277e-8,1.238130896141283e-6
t1989,2.5640837905548854e-11,5.827661998008208e-11,6.596702099149207e-11,6.66991462304717e-11,-1.3666888700965308e-10,0.0,0.0,7.056540866075377e-11,7.655511640992589e-11,7.407768770892111e-11,6.258984306091527e-11,8.207062585649103e-11,2.5640837905548854e-11,2.5640837905548854e-11,3.3777909165890775e-11,3.3777909165890775e-11,5.646109139378279e-10
t1990,8.618742030066879e-8,3.833646174345007e-8,4.532343596783957e-8,4.589877837710596e-8,-1.0980523646615512e-7,0.0,0.0,2.521186526802293e-7,2.648682229016614e-7,2.515603454867691e-7,3.1840690429561206e-8,4.290358967676445e-8,8.618742030066879e-8,8.618742030066879e-8,2.2350240270514645e-8,2.2350240270514645e-8,1.1663076822402616e-6
t1991,2.2875440165303134e-11,5.1988182193529235e-11,5.883197144981164e-11,5.948718337265526e-11,-1.229533919270784e-10,0.0,0.0,6.294841222012984e-11,6.829524081393017e-11,6.608496748427726e-11,5.600251627400574e-11,7.343899906852287e-11,2.2875440165303134e-11,2.2875440165303134e-11,3.012123587178438e-11,3.012123587178438e-11,5.029928731892618e-10
t1992,8.602834008366889e-8,3.8178810928343676e-8,4.5120506554700826e-8,4.5696717653712257e-8,-1.1041952437901311e-7,0.0,0.0,2.516566645992671e-7,2.643383179435409e-7,2.510693642078684e-7,3.180059102653989e-8,4.285316796010804e-8,8.602834008366889e-8,8.602834008366889e-8,2.2245274228497798e-8,2.2245274228497798e-8,1.1628701852030703e-6
t1993,2.150038879812855e-11,4.879949091353587e-11,5.5207629147773856e-11,5.5826271606681224e-11,-1.164244911997856e-10,0.0,0.0,5.915762178407325e-11,6.418508345488895e-11,6.210747297813807e-11,5.271419721250268e-11,6.913427228994855e-11,2.150038879812855e-11,2.150038879812855e-11,2.826111292596597e-11,2.826111292596597e-11,4.717309404340744e-10
t1994,8.587695681443026e-8,3.802314748617194e-8,4.491986100281217e-8,4.54968728365693e-8,-1.1103969812313005e-7,0.0,0.0,2.5119629146127817e-7,2.6383144991904045e-7,2.50599226392459e-7,3.176163154296191e-8,4.280416352320587e-8,8.587695681443026e-8,8.587695681443026e-8,2.214149381822107e-8,2.214149381822107e-8,1.1595068041211016e-6
t1995,2.2465548669273452e-11,5.0820154353864e-11,5.747915964236068e-11,5.8127532329458937e-11,-1.223185427696515e-10,0.0,0.0,6.181037319973604e-11,6.706249719361187e-11,6.489120102202398e-11,5.5019783748863946e-11,7.216732579911825e-11,2.2465548669273452e-11,2.2465548669273452e-11,2.941691760064933e-11,2.941691760064933e-11,4.912899657285052e-10
t1996,8.57280190691544e-8,3.786817176144747e-8,4.471964984641532e-8,4.529753137386314e-8,-1.1166378214776969e-7,0.0,0.0,2.507370104050433e-7,2.6333256170894597e-7,2.501356557738761e-7,3.172297847732793e-8,4.275551586397141e-8,8.57280190691544e-8,8.57280190691544e-8,2.203800895647299e-8,2.203800895647299e-8,1.1561653681835302e-6
t1997,2.3497581470873897e-11,5.2971858819319294e-11,5.989784888855123e-11,6.057835246697778e-11,-1.2864266406302177e-10,0.0,0.0,6.464380351660604e-11,7.0138151212101e-11,6.786630919893885e-11,5.7480238439223845e-11,7.540507885458507e-11,2.3497581470873897e-11,2.3497581470873897e-11,3.064734937983837e-11,3.064734937983837e-11,5.121264205055798e-10
t1998,9.268544123064315e-8,3.889118840155478e-8,4.595050220055871e-8,4.6551084928513405e-8,-1.1655258141209776e-7,0.0,0.0,2.502752227823574e-7,2.85042613215282e-7,2.703655490394754e-7,3.2551205266966535e-8,4.39027635475166e-8,9.268544123064315e-8,9.268544123064315e-8,2.2626594793249125e-8,2.2626594793249125e-8,1.2202870612485548e-6
t1999,6.131916915606799e-8,3.264835723703661e-8,-2.695651465926708e-9,-3.8853296734410096e-9,-1.4364075895885494e-9,0.0,0.0,1.7812512379438854e-7,1.8739046358967183e-7,1.7890154486716007e-7,2.801580175624504e-8,3.766034046040436e-8,6.131916915606799e-8,6.131916915606799e-8,-7.372883377077379e-10,-7.372883377077379e-10,8.172071737687386e-7
t2000,9.25189759679411e-8,3.8731075626269e-8,4.574144556175962e-8,4.6343567429223106e-8,-1.1725480979849379e-7,0.0,0.0,2.498168040031412e-7,2.844893407609186e-7,2.698512089842852e-7,3.2510974640788356e-8,4.385206335245994e-8,9.25189759679411e-8,9.25189759679411e-8,2.251860985531404e-8,2.251860985531404e-8,1.2166758181748025e-6
t2001,8.541180962568514e-8,3.7494312380536485e-8,4.42273890762818e-8,4.480878243091497e-8,-1.1331346147424834e-7,0.0,0.0,2.4958757738142343e-7,2.6226410314169233e-7,2.4913717586299543e-7,3.163295840653269e-8,4.264269017868857e-8,8.541180962568514e-8,8.541180962568514e-8,2.1783580639799372e-8,2.1783580639799372e-8,1.1482841175414717e-6
t2002,8.53335679579673e-8,3.74166046972827e-8,4.412874044489632e-8,4.4710158677028404e-8,-1.1362084712831876e-7,0.0,0.0,2.493610888775245e-7,2.620034402648781e-7,2.4889622497809623e-7,3.161358815750761e-8,4.2618154098640965e-8,8.53335679579673e-8,8.53335679579673e-8,2.1732482125833045e-8,2.1732482125833045e-8,1.146592821193104e-6
t2003,8.521716569171043e-8,3.7330337429437613e-8,4.4026694617859954e-8,4.4607196055341645e-8,-1.1389382657875112e-7,0.0,0.0,2.4915016852398586e-7,2.616167206926798e-7,2.4854326766480373e-7,3.158971449236097e-8,4.258768996810034e-8,8.521716569171043e-8,8.521716569171043e-8,2.1679566573991334e-8,2.1679566573991334e-8,1.1445685930889329e-6
t2004,1.0876649386548273e-8,1.2144963919675008e-8,1.3973636637299708e-8,1.4145247525269848e-8,-3.251821226377353e-8,0.0,0.0,3.072788451201655e-8,3.2765836370726883e-8,3.1613669038301306e-8,1.1455229255007715e-8,1.520570348450544e-8,1.0876649386548273e-8,1.0876649386548273e-8,6.997062243298286e-9,6.997062243298286e-9,1.7613803112527032e-7
t2005,2.6222485471442657e-9,4.129098951270021e-9,4.704337646113005e-9,4.760516014250294e-9,-1.0643004993435273e-8,0.0,0.0,7.309851438756991e-9,7.859936014654952e-9,7.598510281036886e-9,4.156867517084765e-9,5.483181098049892e-9,2.6222485471442657e-9,2.6222485471442657e-9,2.3772383624539927e-9,2.3772383624539927e-9,4.798051633412232e-8
t2006,8.498720472700417e-8,3.709672610593287e-8,4.372187355334991e-8,4.43044740919065e-8,-1.148494519338588e-7,0.0,0.0,2.4845322182869803e-7,2.608574058506624e-7,2.4783208260680143e-7,3.1529709482248105e-8,4.251220436677259e-8,8.498720472700417e-8,8.498720472700417e-8,2.152258414045824e-8,2.152258414045824e-8,1.1394650284144423e-6
t2007,2.6199216902737193e-8,2.1003124958070952e-8,2.4379101569469282e-8,2.4689924890449018e-8,-5.975143550968085e-8,0.0,0.0,7.493033130403227e-8,7.934650617689914e-8,7.630306647128124e-8,1.898699265584556e-8,2.5359143043988854e-8,2.6199216902737193e-8,2.6199216902737193e-8,1.2116956672503265e-8,1.2116956672503265e-8,3.880783196135736e-7
t2008,1.9509447695031e-8,1.7621428589404885e-8,2.0379871443108395e-8,2.063840743645965e-8,-4.9466453830946365e-8,0.0,0.0,5.554179422955154e-8,5.895945980590102e-8,5.677757144560912e-8,1.620585453616609e-8,2.159895335430137e-8,1.9509447695031e-8,1.9509447695031e-8,1.0153004322070917e-8,1.0153004322070917e-8,2.9709123873879057e-7
t2009,9.178047677014533e-8,3.8015561352233566e-8,4.481418303869451e-8,4.542074616911759e-8,-1.2024625255104807e-7,0.0,0.0,2.477685428225105e-7,2.8202893591287435e-7,2.675552732534299e-7,3.2332432077533684e-8,4.362684915021046e-8,9.178047677014533e-8,9.178047677014533e-8,2.2040342760762636e-8,2.2040342760762636e-8,1.2007383870575178e-6
t2010,8.469045350824952e-8,3.67885024802319e-8,4.3324070948186046e-8,4.390912921389037e-8,-1.1609020734978338e-7,0.0,0.0,2.475438311306194e-7,2.598711340067522e-7,2.4691342003503773e-7,3.1451555304831855e-8,4.241401754179902e-8,8.469045350824952e-8,8.469045350824952e-8,2.1316713569694663e-8,2.1316713569694663e-8,1.1328302409757032e-6
t2011,8.45804273249298e-8,3.665732949304001e-8,4.2408990775217043e-8,4.2990006200592806e-8,-1.1642699698002339e-7,0.0,0.0,2.4721374383138425e-7,2.595166933786109e-7,2.46581311782849e-7,3.142654995103786e-8,4.238221789478366e-8,8.45804273249298e-8,8.45804273249298e-8,2.087172606674494e-8,2.087172606674494e-8,1.1282345804357715e-6
t2012,9.153581186796112e-8,3.777752704965588e-8,4.45098556786393e-8,4.511799688424561e-8,-1.2119176177024753e-7,0.0,0.0,2.470870306535785e-7,2.811973126819733e-7,2.6679787297657535e-7,3.2272383854273966e-8,4.3551372143075886e-8,9.153581186796112e-8,9.153581186796112e-8,2.188268775940786e-8,2.188268775940786e-8,1.1954924012744693e-6
t2013,2.404184896050448e-11,5.2980958830705854e-11,5.881187146528426e-11,5.955039449151064e-11,-1.383504129635466e-10,0.0,0.0,6.606837363006923e-11,7.171068533862417e-11,6.937826463617706e-11,5.87442297265504e-11,7.715135481244571e-11,2.404184896050448e-11,2.404184896050448e-11,3.004805923974115e-11,3.004805923974115e-11,5.082673853288165e-10
t2014,9.137359792122865e-8,3.761959325138108e-8,4.4306512062602396e-8,4.491556610551172e-8,-1.2186159982459283e-7,0.0,0.0,2.4663558040714015e-7,2.806531833077912e-7,2.662934610831183e-7,3.223279461749823e-8,4.350149731446351e-8,9.137359792122865e-8,9.137359792122865e-8,2.177776953263253e-8,2.177776953263253e-8,1.1919729211538647e-6
t2015,1.6811185951383924e-11,3.7245540931338405e-11,4.200154436164923e-11,4.2510846247207244e-11,-9.789465449180641e-11,0.0,0.0,4.6196022607469497e-11,5.0141869177695877e-11,4.851268282775975e-11,4.1427678021689965e-11,5.440668136555496e-11,1.6811185951383924e-11,1.6811185951383924e-11,2.1455053372550726e-11,2.1455053372550726e-11,3.5789187564781174e-10
t2016,9.120205386532583e-8,3.746012558140836e-8,4.410443568826919e-8,4.4713720457350506e-8,-1.2252011638345604e-7,0.0,0.0,2.4618605976278775e-7,2.800797213840235e-7,2.6576674570567334e-7,3.2192195180129385e-8,4.345055936090029e-8,9.120205386532583e-8,9.120205386532583e-8,2.1672846192644755e-8,2.1672846192644755e-8,1.1883853007183534e-6
t2017,2.3831548003648382e-11,5.23334473947068e-11,5.900609037367837e-11,5.972568382524788e-11,-1.387017209669131e-10,0.0,0.0,6.55049270308791e-11,7.108339973415943e-11,6.877409286594816e-11,5.82496870802567e-11,7.651080110983404e-11,2.3831548003648382e-11,2.3831548003648382e-11,3.012666330206591e-11,3.012666330206591e-11,5.042343790628744e-10
t2018,8.410460874512491e-8,3.61768914688036e-8,4.2536194364205725e-8,4.312543137702851e-8,-1.1864944999695462e-7,0.0,0.0,2.4573769427043097e-7,2.5791822983941415e-7,2.4509501784489707e-7,3.1296904124133024e-8,4.221953573016103e-8,8.410460874512491e-8,8.410460874512491e-8,2.0909778081000512e-8,2.0909778081000512e-8,1.119589831419495e-6
t2019,2.661656084671907e-11,5.8166466240862205e-11,6.55667901629072e-11,6.637111614563455e-11,-1.5547485146252023e-10,0.0,0.0,7.316460852843271e-11,7.938779290141453e-11,7.680871089124793e-11,6.486693176565608e-11,8.521374258834251e-11,2.661656084671907e-11,2.661656084671907e-11,3.3465690822951156e-11,3.3465690822951156e-11,5.60852371948037e-10
t2020,8.3958886922846e-8,3.602441979691168e-8,4.234001983929899e-8,4.293014709682262e-8,-1.1929560885378228e-7,0.0,0.0,2.452889949300985e-7,2.5743247215725645e-7,2.446425996994311e-7,3.1258309298698754e-8,4.2171011777444295e-8,8.3958886922846e-8,8.3958886922846e-8,2.0808464413925036e-8,2.0808464413925036e-8,1.1162859553385682e-6
t2021,2.6009493531758466e-11,5.671173611552779e-11,6.390788984507605e-11,6.46976633181973e-11,-1.5292820391125575e-10,0.0,0.0,7.14844379979005e-11,7.757038853612322e-11,7.504913693776906e-11,6.342299055344055e-11,8.332792195590227e-11,2.6009493531758466e-11,2.6009493531758466e-11,3.2612261084752755e-11,3.2612261084752755e-11,5.464969641134619e-10
